Order_id,Order_date,Delivery_date,Customer_id,Order_Item,Order_Qty,Order_Value,Payment_Type,Channel
O00010938,2026-03-07,2026-03-13,C009261,Haircare,1,558.44,COD,Qcom
O00010939,2026-03-14,2026-03-21,C009262,Skincare,1,3161.14,Debit Card,Qcom
O00010940,2026-03-18,2026-03-26,C009262,Haircare,1,1595.08,Debit Card,Ecom
O00010941,2026-03-19,2026-03-26,C009263,Makeup,1,1765.4,UPI,Website
O00010942,2026-03-04,2026-03-06,C009264,Makeup,1,993.7,Debit Card,Website
O00010943,2026-03-21,2026-03-24,C009265,Skincare,3,4713.16,UPI,Ecom
O00010944,2026-03-05,2026-03-11,C009266,Skincare,1,2530.73,Debit Card,Meta
O00010945,2026-03-13,2026-03-19,C009266,Haircare,1,1256.01,COD,Qcom
O00010946,2026-03-06,2026-03-10,C009267,Makeup,1,1543.35,UPI,Qcom
O00010947,2026-03-12,2026-03-16,C009268,Haircare,1,1157.86,UPI,Website
O00010948,2026-03-05,2026-03-13,C009269,Haircare,2,2306.86,Net Banking,Qcom
O00010949,2026-03-18,2026-03-26,C009270,Fragrance,2,2170.79,Credit Card,Qcom
O00010950,2026-03-06,2026-03-08,C009271,Haircare,2,1108.79,Debit Card,Ecom
O00010951,2026-03-09,2026-03-13,C009272,Haircare,1,1869.37,UPI,Ecom
O00010952,2026-03-21,2026-03-25,C009273,Makeup,1,846.92,Net Banking,Website
O00010953,2026-03-09,2026-03-10,C009273,Bath & Body,1,743.29,UPI,Meta
O00010954,2026-03-13,2026-03-17,C009274,Haircare,2,1574.95,COD,Meta
O00010955,2026-03-20,2026-03-22,C009275,Haircare,1,883.28,UPI,Ecom
O00010956,2026-03-03,2026-03-04,C009276,Wellness,2,1382.49,Debit Card,Meta
O00010957,2026-03-08,2026-03-16,C009277,Bath & Body,1,666.61,UPI,Qcom
O00010958,2026-03-14,2026-03-15,C009278,Haircare,1,2391.44,Debit Card,Ecom
O00010959,2026-03-23,2026-03-26,C009278,Skincare,1,1676.95,UPI,Ecom
O00010960,2026-03-07,2026-03-08,C009279,Skincare,2,2750.03,UPI,Ecom
O00010961,2026-03-22,2026-03-28,C009280,Fragrance,1,1130.11,UPI,Qcom
O00010962,2026-03-23,2026-03-28,C009281,Haircare,1,806.75,Credit Card,Meta
O00010963,2026-03-21,2026-03-29,C009282,Haircare,1,1140.9,UPI,Ecom
O00010964,2026-03-05,2026-03-07,C009283,Bath & Body,2,646.16,Debit Card,Meta
O00010965,2026-03-05,2026-03-11,C009284,Skincare,1,1729.57,Credit Card,Website
O00010966,2026-03-17,2026-03-22,C009285,Makeup,1,798.89,COD,GoogleAds
O00010967,2026-03-13,2026-03-19,C009286,Makeup,1,1041.69,Credit Card,Website
O00010968,2026-03-05,2026-03-10,C009287,Skincare,3,5945.07,Debit Card,Qcom
O00010969,2026-03-10,2026-03-13,C009288,Haircare,1,1044.87,UPI,Ecom
O00010970,2026-03-14,2026-03-20,C009289,Haircare,1,646.98,Credit Card,Qcom
O00010971,2026-03-02,2026-03-10,C009289,Skincare,1,1178.4,UPI,Ecom
O00010972,2026-03-15,2026-03-18,C009290,Makeup,1,658.09,UPI,Website
O00010973,2026-03-04,2026-03-05,C009290,Makeup,1,1318.12,UPI,Website
O00010974,2026-03-24,2026-03-31,C009291,Skincare,2,3169.87,Debit Card,Qcom
O00010975,2026-03-19,2026-03-25,C009292,Haircare,1,2137.44,UPI,Qcom
O00010976,2026-03-06,2026-03-12,C009293,Makeup,1,874.42,Net Banking,Qcom
O00010977,2026-03-01,2026-03-06,C009294,Skincare,1,2005.33,Debit Card,GoogleAds
O00010978,2026-03-13,2026-03-15,C009295,Makeup,3,1287.8,Debit Card,Qcom
O00010979,2026-03-16,2026-03-17,C009295,Haircare,1,1255.04,Net Banking,Qcom
O00010980,2026-03-21,2026-03-26,C009296,Haircare,2,2996.5,UPI,Website
O00010981,2026-03-25,2026-04-01,C009297,Skincare,1,1616.47,Credit Card,Meta
O00010982,2026-03-06,2026-03-14,C009298,Makeup,1,1081.87,Debit Card,Ecom
O00010983,2026-03-08,2026-03-10,C009298,Makeup,1,1092.06,Debit Card,Meta
O00010984,2026-03-04,2026-03-12,C009299,Haircare,1,961.78,Debit Card,Website
O00010985,2026-03-02,2026-03-06,C009299,Makeup,1,457.92,Debit Card,GoogleAds
O00010986,2026-03-18,2026-03-21,C009300,Haircare,1,1899.72,Credit Card,Ecom
O00010987,2026-03-25,2026-03-28,C009300,Haircare,1,960.34,Net Banking,Ecom
O00010988,2026-03-18,2026-03-19,C009301,Skincare,2,4353.15,COD,Meta
O00010989,2026-03-10,2026-03-15,C009301,Bath & Body,1,1256.54,Credit Card,Meta
O00010990,2026-03-03,2026-03-07,C009302,Makeup,1,1318.45,UPI,Qcom
O00010991,2026-03-23,2026-03-30,C009303,Haircare,2,1648.9,Debit Card,Meta
O00010992,2026-03-16,2026-03-18,C009304,Haircare,1,1773.5,UPI,Meta
O00010993,2026-03-02,2026-03-07,C009305,Bath & Body,2,1195.94,Net Banking,GoogleAds
O00010994,2026-03-05,2026-03-12,C009306,Skincare,1,1641.11,COD,Ecom
O00010995,2026-03-22,2026-03-25,C009307,Haircare,1,994.06,Debit Card,Qcom
O00010996,2026-03-03,2026-03-07,C009308,Haircare,1,1950.14,Credit Card,Meta
O00010997,2026-03-22,2026-03-24,C009309,Skincare,1,1668.8,Net Banking,Ecom
O00010998,2026-03-07,2026-03-10,C009309,Fragrance,1,2791.56,Credit Card,Ecom
O00010999,2026-03-11,2026-03-19,C009310,Haircare,1,1410.38,UPI,Meta
O00011000,2026-03-19,2026-03-23,C009311,Haircare,1,2079.28,UPI,Website
O00011001,2026-03-04,2026-03-10,C009311,Fragrance,1,1553.54,UPI,GoogleAds
O00011002,2026-03-11,2026-03-19,C009312,Makeup,2,594.13,COD,Website
O00011003,2026-03-26,2026-03-28,C009313,Makeup,2,807.1,UPI,Meta
O00011004,2026-03-15,2026-03-22,C009313,Haircare,1,2120.88,Credit Card,Qcom
O00011005,2026-03-13,2026-03-17,C009314,Makeup,1,1000.23,Credit Card,Qcom
O00011006,2026-03-27,2026-03-28,C009315,Makeup,1,1182.99,Credit Card,Qcom
O00011007,2026-03-19,2026-03-20,C009316,Haircare,1,1097.59,Net Banking,Qcom
O00011008,2026-03-24,2026-04-01,C009317,Haircare,1,1047.65,Net Banking,Qcom
O00011009,2026-03-19,2026-03-23,C009318,Haircare,1,2101.65,Credit Card,Website
O00011010,2026-03-21,2026-03-29,C009319,Skincare,1,2469.96,UPI,Ecom
O00011011,2026-03-11,2026-03-15,C009320,Bath & Body,2,2554.87,Net Banking,Meta
O00011012,2026-03-27,2026-03-28,C009321,Fragrance,2,4427.8,UPI,Website
O00011013,2026-03-16,2026-03-18,C009322,Haircare,1,2022.27,Debit Card,Meta
O00011014,2026-03-21,2026-03-24,C009323,Makeup,1,622.31,Credit Card,Ecom
O00011015,2026-03-20,2026-03-21,C009324,Makeup,1,335.76,Credit Card,Meta
O00011016,2026-03-21,2026-03-26,C009325,Skincare,3,4500.69,Debit Card,Ecom
O00011017,2026-03-17,2026-03-18,C009326,Skincare,1,801.95,Credit Card,Qcom
O00011018,2026-03-23,2026-03-24,C009327,Wellness,1,577.26,Debit Card,Website
O00011019,2026-03-19,2026-03-21,C009328,Bath & Body,1,237.74,Debit Card,Website
O00011020,2026-03-26,2026-04-01,C009329,Bath & Body,1,1052.18,UPI,Qcom
O00011021,2026-03-01,2026-03-04,C009330,Haircare,1,1395.42,COD,Qcom
O00011022,2026-03-22,2026-03-27,C009331,Haircare,1,552.96,UPI,Website
O00011023,2026-03-24,2026-03-30,C009332,Fragrance,2,4386.98,UPI,GoogleAds
O00011024,2026-03-13,2026-03-18,C009333,Skincare,1,3192.74,UPI,Ecom
O00011025,2026-03-07,2026-03-10,C009333,Haircare,2,1342.18,UPI,Ecom
O00011026,2026-03-25,2026-03-27,C009334,Haircare,2,3753.4,UPI,Website
O00011027,2026-03-05,2026-03-07,C009335,Bath & Body,1,1244.52,UPI,Ecom
O00011028,2026-03-05,2026-03-10,C009336,Bath & Body,1,440.56,Credit Card,Qcom
O00011029,2026-03-03,2026-03-09,C009337,Haircare,1,1544.39,UPI,Ecom
O00011030,2026-03-25,2026-03-29,C009338,Bath & Body,1,304.0,Credit Card,Ecom
O00011031,2026-03-25,2026-03-29,C009339,Skincare,2,5207.19,UPI,Qcom
O00011032,2026-03-11,2026-03-17,C009340,Haircare,3,3055.65,Debit Card,GoogleAds
O00011033,2026-03-06,2026-03-13,C009341,Haircare,2,3151.51,UPI,Qcom
O00011034,2026-03-10,2026-03-13,C009342,Skincare,2,4553.8,Debit Card,GoogleAds
O00011035,2026-03-26,2026-03-28,C009343,Skincare,3,4122.41,Credit Card,Website
O00011036,2026-03-15,2026-03-19,C009344,Haircare,2,1948.89,Net Banking,Ecom
O00011037,2026-03-09,2026-03-16,C009345,Haircare,2,1802.18,UPI,Meta
O00011038,2026-03-10,2026-03-14,C009346,Skincare,2,5409.67,UPI,Ecom
O00011039,2026-03-18,2026-03-20,C009347,Skincare,2,4850.09,UPI,Ecom
O00011040,2026-03-06,2026-03-09,C009348,Skincare,1,1403.22,Credit Card,Ecom
O00011041,2026-03-05,2026-03-12,C009349,Bath & Body,1,1132.45,Credit Card,Qcom
O00011042,2026-03-08,2026-03-10,C009350,Fragrance,1,1690.48,UPI,Website
O00011043,2026-03-13,2026-03-18,C009350,Skincare,1,1253.82,UPI,Qcom
O00011044,2026-03-16,2026-03-17,C009351,Bath & Body,1,1261.07,UPI,Qcom
O00011045,2026-03-08,2026-03-16,C009352,Makeup,1,1307.01,UPI,GoogleAds
O00011046,2026-03-15,2026-03-21,C009353,Haircare,1,1373.66,Net Banking,Ecom
O00011047,2026-03-11,2026-03-18,C009353,Wellness,1,771.33,UPI,Qcom
O00011048,2026-03-01,2026-03-07,C009354,Makeup,1,1145.6,Credit Card,GoogleAds
O00011049,2026-03-12,2026-03-20,C009355,Haircare,1,631.72,UPI,Website
O00011050,2026-03-23,2026-03-26,C009356,Makeup,1,1307.86,Net Banking,Ecom
O00011051,2026-03-04,2026-03-11,C009357,Skincare,3,2537.08,Debit Card,Ecom
O00011052,2026-03-22,2026-03-30,C009358,Skincare,1,1426.51,UPI,Website
O00011053,2026-03-07,2026-03-11,C009359,Skincare,1,1518.36,UPI,Website
O00011054,2026-03-05,2026-03-07,C009360,Fragrance,1,2765.31,UPI,GoogleAds
O00011055,2026-03-12,2026-03-14,C009361,Fragrance,3,2778.2,UPI,Website
O00011056,2026-03-08,2026-03-13,C009362,Haircare,1,1253.97,UPI,Ecom
O00011057,2026-03-18,2026-03-21,C009363,Haircare,1,599.36,Debit Card,GoogleAds
O00011058,2026-03-04,2026-03-12,C009364,Haircare,1,948.8,Credit Card,Qcom
O00011059,2026-03-17,2026-03-19,C009365,Haircare,1,888.49,Debit Card,GoogleAds
O00011060,2026-03-05,2026-03-07,C009365,Skincare,1,1730.77,Debit Card,Meta
O00011061,2026-03-01,2026-03-07,C009366,Skincare,3,2586.24,Debit Card,Ecom
O00011062,2026-03-01,2026-03-02,C009367,Makeup,2,1653.84,Net Banking,Ecom
O00011063,2026-03-11,2026-03-18,C009368,Wellness,3,2369.84,UPI,GoogleAds
O00011064,2026-03-15,2026-03-20,C009369,Bath & Body,1,254.58,Credit Card,Qcom
O00011065,2026-03-22,2026-03-27,C009370,Skincare,2,2302.09,UPI,Qcom
O00011066,2026-03-22,2026-03-29,C009371,Haircare,2,2123.92,UPI,Qcom
O00011067,2026-03-25,2026-03-29,C009371,Fragrance,2,3764.19,Credit Card,Qcom
O00011068,2026-03-22,2026-03-24,C009372,Makeup,1,1652.21,UPI,Ecom
O00011069,2026-03-05,2026-03-09,C009373,Haircare,1,1383.13,Debit Card,Website
O00011070,2026-03-07,2026-03-15,C009374,Makeup,2,2324.75,Credit Card,Qcom
O00011071,2026-03-21,2026-03-23,C009375,Fragrance,1,1589.94,COD,Website
O00011072,2026-03-11,2026-03-18,C009375,Haircare,1,1553.04,Credit Card,Meta
O00011073,2026-03-15,2026-03-17,C009376,Skincare,1,2623.94,COD,Qcom
O00011074,2026-03-06,2026-03-09,C009376,Haircare,2,2973.33,UPI,Meta
O00011075,2026-03-18,2026-03-24,C009377,Bath & Body,2,1760.72,COD,Ecom
O00011076,2026-03-18,2026-03-22,C009378,Skincare,1,1341.72,UPI,GoogleAds
O00011077,2026-03-13,2026-03-14,C009379,Skincare,1,2819.62,Net Banking,Website
O00011078,2026-03-23,2026-03-28,C009380,Bath & Body,2,761.49,Debit Card,Qcom
O00011079,2026-03-08,2026-03-09,C009381,Haircare,1,939.95,UPI,Website
O00011080,2026-03-04,2026-03-09,C009382,Haircare,1,543.11,UPI,Ecom
O00011081,2026-03-27,2026-04-03,C009383,Haircare,2,4681.79,UPI,Qcom
O00011082,2026-03-24,2026-03-25,C009384,Skincare,1,2482.84,UPI,Meta
O00011083,2026-03-18,2026-03-21,C009385,Bath & Body,1,1123.87,Credit Card,Qcom
O00011084,2026-03-06,2026-03-09,C009386,Skincare,1,2313.08,Net Banking,Ecom
O00011085,2026-03-07,2026-03-09,C009387,Skincare,2,5427.04,UPI,Qcom
O00011086,2026-03-01,2026-03-02,C009388,Haircare,2,2574.51,UPI,Ecom
O00011087,2026-03-06,2026-03-07,C009388,Bath & Body,1,574.0,UPI,Qcom
O00011088,2026-03-07,2026-03-08,C009389,Makeup,1,1685.14,Credit Card,Qcom
O00011089,2026-03-10,2026-03-16,C009390,Bath & Body,1,342.93,UPI,Website
O00011090,2026-03-15,2026-03-20,C009391,Haircare,1,2138.96,UPI,Website
O00011091,2026-03-26,2026-03-27,C009392,Haircare,1,1508.02,Net Banking,Ecom
O00011092,2026-03-26,2026-04-03,C009393,Haircare,1,481.21,UPI,Qcom
O00011093,2026-03-08,2026-03-13,C009394,Bath & Body,1,1000.43,UPI,Website
O00011094,2026-03-17,2026-03-18,C009394,Haircare,1,601.32,Debit Card,Website
O00011095,2026-03-17,2026-03-25,C009395,Haircare,2,4298.77,Debit Card,Ecom
O00011096,2026-03-14,2026-03-18,C009396,Haircare,1,948.82,Net Banking,Ecom
O00011097,2026-03-01,2026-03-03,C009397,Haircare,1,1951.21,UPI,Meta
O00011098,2026-03-23,2026-03-25,C009397,Haircare,1,1804.7,Credit Card,Qcom
O00011099,2026-03-27,2026-03-30,C009398,Haircare,1,1485.12,UPI,Ecom
O00011100,2026-03-07,2026-03-15,C009399,Haircare,1,1718.09,Credit Card,Qcom
O00011101,2026-03-14,2026-03-16,C009400,Haircare,2,1380.36,Credit Card,Meta
O00011102,2026-03-05,2026-03-07,C009401,Haircare,1,2222.42,UPI,Qcom
O00011103,2026-03-23,2026-03-26,C009401,Skincare,1,1919.62,Credit Card,Website
O00011104,2026-03-18,2026-03-25,C009402,Skincare,1,3028.99,Credit Card,Ecom
O00011105,2026-03-25,2026-03-31,C009402,Skincare,3,3595.06,Net Banking,Qcom
O00011106,2026-03-03,2026-03-07,C009403,Fragrance,2,5402.17,UPI,Website
O00011107,2026-03-16,2026-03-17,C009404,Skincare,1,3094.81,Credit Card,Website
O00011108,2026-03-27,2026-04-03,C009405,Haircare,2,4875.62,Net Banking,Meta
O00011109,2026-03-20,2026-03-24,C009405,Makeup,1,1181.29,Debit Card,Meta
O00011110,2026-03-25,2026-03-29,C009406,Skincare,1,2159.02,UPI,Ecom
O00011111,2026-03-20,2026-03-21,C009407,Fragrance,1,2621.7,UPI,Website
O00011112,2026-03-20,2026-03-28,C009407,Haircare,1,1334.15,UPI,Qcom
O00011113,2026-03-01,2026-03-07,C009408,Skincare,3,5071.49,UPI,Meta
O00011114,2026-03-17,2026-03-23,C009409,Bath & Body,1,886.39,Net Banking,GoogleAds
O00011115,2026-03-03,2026-03-04,C009409,Haircare,2,4438.07,UPI,GoogleAds
O00011116,2026-03-05,2026-03-07,C009410,Haircare,1,2252.81,UPI,Qcom
O00011117,2026-03-13,2026-03-21,C009411,Wellness,2,3985.35,UPI,GoogleAds
O00011118,2026-03-24,2026-03-25,C009412,Makeup,1,1383.36,Debit Card,Website
O00011119,2026-03-02,2026-03-10,C009413,Makeup,1,1143.6,UPI,Meta
O00011120,2026-03-10,2026-03-17,C009414,Skincare,1,2392.32,UPI,Website
O00011121,2026-03-18,2026-03-22,C009415,Skincare,1,1405.05,UPI,Meta
O00011122,2026-03-26,2026-03-28,C009416,Fragrance,2,3884.09,UPI,Meta
O00011123,2026-03-06,2026-03-11,C009417,Skincare,1,2485.37,Debit Card,Meta
O00011124,2026-03-20,2026-03-24,C009418,Haircare,1,1346.81,COD,Ecom
O00011125,2026-03-05,2026-03-08,C009419,Wellness,1,1321.08,UPI,Ecom
O00011126,2026-03-09,2026-03-15,C009419,Bath & Body,1,639.18,Credit Card,Ecom
O00011127,2026-03-11,2026-03-13,C009420,Haircare,2,2862.83,UPI,Website
O00011128,2026-03-04,2026-03-08,C009421,Skincare,1,732.8,UPI,Ecom
O00011129,2026-03-22,2026-03-26,C009422,Haircare,1,1282.4,UPI,Qcom
O00011130,2026-03-21,2026-03-29,C009423,Skincare,1,2097.83,Net Banking,Meta
O00011131,2026-03-22,2026-03-28,C009424,Bath & Body,2,1151.51,UPI,GoogleAds
O00011132,2026-03-08,2026-03-13,C009425,Fragrance,1,2970.64,COD,Ecom
O00011133,2026-03-16,2026-03-22,C009426,Skincare,2,2577.89,Credit Card,GoogleAds
O00011134,2026-03-04,2026-03-11,C009426,Bath & Body,2,874.17,UPI,Website
O00011135,2026-03-04,2026-03-06,C009427,Haircare,1,1346.91,Debit Card,Ecom
O00011136,2026-03-11,2026-03-19,C009428,Fragrance,1,1098.99,COD,Qcom
O00011137,2026-03-03,2026-03-06,C009429,Bath & Body,3,3907.34,UPI,Website
O00011138,2026-03-22,2026-03-29,C009430,Makeup,1,673.63,UPI,Website
O00011139,2026-03-04,2026-03-05,C009431,Haircare,1,1460.37,UPI,GoogleAds
O00011140,2026-03-13,2026-03-16,C009431,Haircare,1,1596.78,UPI,Ecom
O00011141,2026-03-21,2026-03-28,C009432,Skincare,1,920.17,Debit Card,GoogleAds
O00011142,2026-03-25,2026-04-02,C009432,Skincare,3,4071.34,UPI,Qcom
O00011143,2026-03-12,2026-03-16,C009433,Fragrance,1,2679.5,COD,Website
O00011144,2026-03-20,2026-03-22,C009434,Skincare,1,1023.52,Debit Card,Website
O00011145,2026-03-27,2026-03-31,C009435,Skincare,1,1684.96,UPI,GoogleAds
O00011146,2026-03-16,2026-03-17,C009436,Haircare,1,730.79,UPI,GoogleAds
O00011147,2026-03-22,2026-03-26,C009437,Haircare,1,1500.47,Credit Card,GoogleAds
O00011148,2026-03-19,2026-03-27,C009438,Bath & Body,1,847.51,UPI,Website
O00011149,2026-03-22,2026-03-25,C009439,Haircare,2,1389.47,Credit Card,Website
O00011150,2026-03-08,2026-03-12,C009440,Haircare,1,1349.45,Credit Card,Ecom
O00011151,2026-03-21,2026-03-28,C009441,Bath & Body,1,938.89,UPI,Website
O00011152,2026-03-04,2026-03-10,C009441,Haircare,2,3015.54,Debit Card,Qcom
O00011153,2026-03-18,2026-03-19,C009442,Haircare,2,3765.16,Debit Card,Website
O00011154,2026-03-25,2026-04-02,C009443,Skincare,1,925.52,UPI,Website
O00011155,2026-03-03,2026-03-05,C009444,Fragrance,1,2228.44,COD,Meta
O00011156,2026-03-16,2026-03-17,C009445,Haircare,1,1253.87,Net Banking,Website
O00011157,2026-03-27,2026-03-30,C009446,Skincare,2,4580.7,Debit Card,Qcom
O00011158,2026-03-16,2026-03-20,C009447,Haircare,2,3998.49,UPI,Qcom
O00011159,2026-03-25,2026-03-26,C009448,Haircare,2,2966.79,COD,Ecom
O00011160,2026-03-23,2026-03-31,C009449,Skincare,2,2262.27,Debit Card,Website
O00011161,2026-03-23,2026-03-27,C009450,Haircare,1,1054.43,UPI,Website
O00011162,2026-03-16,2026-03-23,C009450,Haircare,2,3942.12,Credit Card,Website
O00011163,2026-03-02,2026-03-10,C009451,Haircare,1,843.82,Credit Card,GoogleAds
O00011164,2026-03-02,2026-03-05,C009452,Makeup,3,4914.9,Credit Card,Meta
O00011165,2026-03-02,2026-03-05,C009453,Makeup,2,1132.64,Net Banking,Qcom
O00011166,2026-03-02,2026-03-09,C009453,Wellness,1,1327.57,UPI,Qcom
O00011167,2026-03-11,2026-03-12,C009454,Fragrance,1,1132.13,Debit Card,Website
O00011168,2026-03-21,2026-03-25,C009454,Makeup,2,3138.85,Credit Card,Qcom
O00011169,2026-03-12,2026-03-20,C009455,Haircare,1,2096.85,UPI,Qcom
O00011170,2026-03-14,2026-03-15,C009456,Makeup,1,702.84,Debit Card,Meta
O00011171,2026-03-18,2026-03-23,C009457,Bath & Body,1,465.95,Net Banking,GoogleAds
O00011172,2026-03-22,2026-03-27,C009458,Skincare,1,1414.21,COD,GoogleAds
O00011173,2026-03-01,2026-03-08,C009459,Wellness,1,1156.86,UPI,GoogleAds
O00011174,2026-03-11,2026-03-17,C009460,Skincare,2,4606.16,UPI,Meta
O00011175,2026-03-24,2026-03-26,C009461,Makeup,3,4625.47,Net Banking,Meta
O00011176,2026-03-05,2026-03-13,C009462,Haircare,1,2001.71,Debit Card,Qcom
O00011177,2026-03-14,2026-03-16,C009463,Haircare,1,1887.96,COD,GoogleAds
O00011178,2026-03-16,2026-03-17,C009464,Wellness,1,869.49,Debit Card,Qcom
O00011179,2026-03-14,2026-03-18,C009465,Makeup,1,407.77,UPI,Website
O00011180,2026-03-05,2026-03-06,C009466,Haircare,1,1939.74,Credit Card,Qcom
O00011181,2026-03-20,2026-03-28,C009467,Bath & Body,1,465.62,Credit Card,Qcom
O00011182,2026-03-23,2026-03-30,C009468,Wellness,2,1977.14,UPI,Qcom
O00011183,2026-03-02,2026-03-06,C009469,Haircare,1,1313.59,UPI,Website
O00011184,2026-03-15,2026-03-20,C009470,Fragrance,1,2751.69,UPI,Qcom
O00011185,2026-03-22,2026-03-26,C009471,Haircare,1,799.43,Debit Card,GoogleAds
O00011186,2026-03-17,2026-03-24,C009472,Haircare,1,2024.48,Debit Card,Qcom
O00011187,2026-03-06,2026-03-08,C009473,Wellness,2,3243.9,UPI,Website
O00011188,2026-03-26,2026-04-03,C009474,Skincare,1,2047.99,Debit Card,GoogleAds
O00011189,2026-03-25,2026-03-27,C009475,Makeup,1,1449.38,COD,Meta
O00011190,2026-03-12,2026-03-17,C009476,Makeup,1,476.24,UPI,Website
O00011191,2026-03-04,2026-03-09,C009477,Fragrance,2,2459.77,UPI,Website
O00011192,2026-03-26,2026-04-03,C009477,Fragrance,1,1102.03,Debit Card,Ecom
O00011193,2026-03-27,2026-03-28,C009478,Haircare,1,1349.5,COD,Ecom
O00011194,2026-03-07,2026-03-11,C009479,Haircare,2,2313.84,Net Banking,Website
O00011195,2026-03-21,2026-03-27,C009480,Skincare,1,1274.89,UPI,Qcom
O00011196,2026-03-04,2026-03-06,C009480,Haircare,1,2152.38,UPI,Ecom
O00011197,2026-03-15,2026-03-18,C009481,Bath & Body,1,1065.89,Net Banking,Ecom
O00011198,2026-03-07,2026-03-15,C009482,Skincare,1,1937.05,Net Banking,Website
O00011199,2026-03-07,2026-03-08,C009483,Skincare,1,1820.66,Credit Card,Ecom
O00011200,2026-03-10,2026-03-18,C009484,Haircare,1,607.27,Credit Card,Website
O00011201,2026-03-24,2026-03-29,C009485,Haircare,1,712.79,UPI,Website
O00011202,2026-03-03,2026-03-06,C009486,Haircare,2,1761.2,Credit Card,Qcom
O00011203,2026-03-18,2026-03-24,C009487,Haircare,1,1793.73,UPI,Website
O00011204,2026-03-12,2026-03-18,C009488,Skincare,2,4852.76,Debit Card,Ecom
O00011205,2026-03-04,2026-03-11,C009489,Haircare,1,2411.59,Debit Card,Website
O00011206,2026-03-11,2026-03-16,C009490,Haircare,1,705.46,UPI,Qcom
O00011207,2026-03-07,2026-03-14,C009491,Skincare,1,1460.27,Credit Card,GoogleAds
O00011208,2026-03-01,2026-03-04,C009492,Haircare,1,1547.42,UPI,Website
O00011209,2026-03-19,2026-03-23,C009493,Wellness,1,1667.82,UPI,Ecom
O00011210,2026-03-23,2026-03-31,C009494,Haircare,1,486.84,UPI,Ecom
O00011211,2026-03-05,2026-03-10,C009494,Fragrance,1,1272.58,Debit Card,Qcom
O00011212,2026-03-24,2026-03-28,C009495,Wellness,1,1575.55,Credit Card,Website
O00011213,2026-03-21,2026-03-27,C009495,Haircare,1,566.48,UPI,Website
O00011214,2026-03-22,2026-03-23,C009496,Skincare,1,1257.84,Credit Card,Website
O00011215,2026-03-17,2026-03-22,C009497,Skincare,1,1619.58,UPI,Qcom
O00011216,2026-03-23,2026-03-28,C009498,Skincare,3,8254.25,UPI,Meta
O00011217,2026-03-17,2026-03-23,C009499,Haircare,2,2791.5,Net Banking,GoogleAds
O00011218,2026-03-01,2026-03-07,C009500,Haircare,3,1615.25,UPI,GoogleAds
O00011219,2026-03-14,2026-03-17,C009501,Wellness,2,1474.2,UPI,Ecom
O00011220,2026-03-02,2026-03-08,C009502,Skincare,2,4391.78,Debit Card,GoogleAds
O00011221,2026-03-13,2026-03-15,C009503,Haircare,1,1798.78,UPI,Qcom
O00011222,2026-03-06,2026-03-07,C009504,Haircare,1,1657.66,UPI,GoogleAds
O00011223,2026-03-09,2026-03-14,C009504,Bath & Body,2,904.79,Credit Card,Ecom
O00011224,2026-03-10,2026-03-11,C009505,Wellness,1,747.39,Credit Card,GoogleAds
O00011225,2026-03-03,2026-03-06,C009506,Haircare,1,1887.15,Credit Card,Qcom
O00011226,2026-03-19,2026-03-26,C009507,Skincare,1,1173.91,COD,Ecom
O00011227,2026-03-13,2026-03-16,C009508,Bath & Body,1,848.94,UPI,Ecom
O00011228,2026-03-19,2026-03-21,C009508,Skincare,1,2059.8,Credit Card,Qcom
O00011229,2026-03-18,2026-03-26,C009509,Skincare,1,1959.17,UPI,Website
O00011230,2026-03-12,2026-03-13,C009510,Makeup,1,785.25,Credit Card,Meta
O00011231,2026-03-10,2026-03-11,C009511,Haircare,2,3769.01,UPI,Qcom
O00011232,2026-03-22,2026-03-28,C009512,Fragrance,3,2791.39,Debit Card,Meta
O00011233,2026-03-19,2026-03-26,C009513,Bath & Body,1,1112.83,COD,GoogleAds
O00011234,2026-03-25,2026-03-27,C009513,Haircare,1,1990.39,COD,Qcom
O00011235,2026-03-23,2026-03-29,C009514,Skincare,1,1036.23,Debit Card,Qcom
O00011236,2026-03-17,2026-03-25,C009514,Skincare,1,1920.83,Net Banking,Meta
O00011237,2026-03-05,2026-03-11,C009515,Haircare,2,4035.05,UPI,Website
O00011238,2026-03-10,2026-03-18,C009516,Skincare,1,969.91,COD,Qcom
O00011239,2026-03-14,2026-03-22,C009517,Skincare,2,6072.4,Credit Card,Qcom
O00011240,2026-03-05,2026-03-06,C009518,Skincare,1,1678.46,UPI,Meta
O00011241,2026-03-05,2026-03-06,C009519,Skincare,2,3030.8,Net Banking,Ecom
O00011242,2026-03-20,2026-03-21,C009520,Wellness,1,908.44,UPI,GoogleAds
O00011243,2026-03-24,2026-03-30,C009521,Haircare,2,4079.38,Credit Card,Ecom
O00011244,2026-03-15,2026-03-16,C009522,Wellness,1,1548.3,UPI,GoogleAds
O00011245,2026-03-16,2026-03-21,C009522,Bath & Body,1,698.14,Credit Card,Qcom
O00011246,2026-03-09,2026-03-12,C009523,Haircare,1,963.82,Credit Card,Website
O00011247,2026-03-20,2026-03-27,C009523,Makeup,1,673.29,UPI,Ecom
O00011248,2026-03-11,2026-03-13,C009524,Skincare,2,5887.55,COD,Ecom
O00011249,2026-03-03,2026-03-05,C009525,Skincare,1,2173.82,Credit Card,Qcom
